split,filename,question_id,rollout_idx,prefix_idx,label,prefix_words,total_words,token_length,distance_from_end,yes_count,no_count,total_resamples,mean_yes_position,cot_prefix_n_words,cot_prefix_n_chars
train,gpqa_chem_153_rollout_009_prefix_0.json,gpqa_chem_153,9,0,yes,1917,1942,,25,,,,,1917,11519
train,gpqa_chem_153_rollout_009_prefix_1.json,gpqa_chem_153,9,1,yes,1887,1942,,55,,,,,1887,11368
train,gpqa_chem_153_rollout_010_prefix_0.json,gpqa_chem_153,10,0,yes,2772,2817,,45,,,,,2772,17137
train,gpqa_chem_153_rollout_010_prefix_1.json,gpqa_chem_153,10,1,yes,2762,2817,,55,,,,,2762,17091
train,gpqa_chem_153_rollout_010_prefix_2.json,gpqa_chem_153,10,2,no,917,2817,,1900,,,,,917,5865
train,gpqa_chem_153_rollout_010_prefix_3.json,gpqa_chem_153,10,3,no,317,2817,,2500,,,,,317,2024
train,gpqa_chem_153_rollout_011_prefix_0.json,gpqa_chem_153,11,0,no,2514,4414,,1900,,,,,2514,15262
train,gpqa_chem_153_rollout_011_prefix_1.json,gpqa_chem_153,11,1,no,1914,4414,,2500,,,,,1914,11733
train,gpqa_chem_153_rollout_012_prefix_0.json,gpqa_chem_153,12,0,yes,2846,2881,,35,,,,,2846,17027
train,gpqa_chem_153_rollout_012_prefix_1.json,gpqa_chem_153,12,1,no,181,2881,,2700,,,,,181,1140
train,gpqa_chem_153_rollout_013_prefix_0.json,gpqa_chem_153,13,0,yes,2727,2752,,25,,,,,2727,16624
train,gpqa_chem_153_rollout_013_prefix_1.json,gpqa_chem_153,13,1,yes,2707,2752,,45,,,,,2707,16448
train,gpqa_chem_153_rollout_013_prefix_2.json,gpqa_chem_153,13,2,yes,2697,2752,,55,,,,,2697,16357
train,gpqa_chem_153_rollout_016_prefix_0.json,gpqa_chem_153,16,0,no,2244,3344,,1100,,,,,2244,13573
train,gpqa_chem_153_rollout_016_prefix_1.json,gpqa_chem_153,16,1,no,1244,3344,,2100,,,,,1244,7616
train,gpqa_chem_153_rollout_017_prefix_0.json,gpqa_chem_153,17,0,yes,2557,2612,,55,,,,,2557,15240
train,gpqa_chem_153_rollout_017_prefix_1.json,gpqa_chem_153,17,1,no,312,2612,,2300,,,,,312,2033
train,gpqa_chem_153_rollout_018_prefix_0.json,gpqa_chem_153,18,0,no,963,1863,,900,,,,,963,6134
train,gpqa_chem_153_rollout_019_prefix_0.json,gpqa_chem_153,19,0,yes,2796,2831,,35,,,,,2796,16355
train,gpqa_chem_153_rollout_019_prefix_1.json,gpqa_chem_153,19,1,yes,2776,2831,,55,,,,,2776,16243
train,gpqa_chem_153_rollout_020_prefix_0.json,gpqa_chem_153,20,0,yes,1298,1343,,45,,,,,1298,7955
train,gpqa_chem_153_rollout_020_prefix_1.json,gpqa_chem_153,20,1,yes,1288,1343,,55,,,,,1288,7910
train,gpqa_chem_153_rollout_021_prefix_0.json,gpqa_chem_153,21,0,yes,1472,1517,,45,,,,,1472,9065
train,gpqa_chem_153_rollout_022_prefix_0.json,gpqa_chem_153,22,0,yes,2040,2075,,35,,,,,2040,12189
train,gpqa_chem_153_rollout_022_prefix_1.json,gpqa_chem_153,22,1,yes,2020,2075,,55,,,,,2020,12086
train,gpqa_chem_153_rollout_023_prefix_0.json,gpqa_chem_153,23,0,no,1843,2943,,1100,,,,,1843,11292
train,gpqa_chem_153_rollout_025_prefix_0.json,gpqa_chem_153,25,0,yes,1708,1753,,45,,,,,1708,10653
train,gpqa_chem_153_rollout_025_prefix_1.json,gpqa_chem_153,25,1,no,1053,1753,,700,,,,,1053,6716
train,gpqa_chem_153_rollout_026_prefix_0.json,gpqa_chem_153,26,0,yes,2828,2853,,25,,,,,2828,16974
train,gpqa_chem_153_rollout_027_prefix_0.json,gpqa_chem_153,27,0,yes,1806,1851,,45,,,,,1806,10847
train,gpqa_chem_153_rollout_027_prefix_1.json,gpqa_chem_153,27,1,no,151,1851,,1700,,,,,151,904
train,gpqa_chem_153_rollout_028_prefix_0.json,gpqa_chem_153,28,0,yes,2160,2205,,45,,,,,2160,13007
train,gpqa_chem_153_rollout_029_prefix_0.json,gpqa_chem_153,29,0,yes,2565,2590,,25,,,,,2565,15463
train,gpqa_chem_154_rollout_001_prefix_0.json,gpqa_chem_154,1,0,yes,6823,6868,,45,,,,,6823,37557
train,gpqa_chem_154_rollout_001_prefix_1.json,gpqa_chem_154,1,1,yes,6813,6868,,55,,,,,6813,37507
train,gpqa_chem_154_rollout_002_prefix_0.json,gpqa_chem_154,2,0,no,3468,6168,,2700,,,,,3468,18964
train,gpqa_chem_154_rollout_002_prefix_1.json,gpqa_chem_154,2,1,no,3068,6168,,3100,,,,,3068,16775
train,gpqa_chem_154_rollout_002_prefix_2.json,gpqa_chem_154,2,2,no,468,6168,,5700,,,,,468,2578
train,gpqa_chem_154_rollout_002_prefix_3.json,gpqa_chem_154,2,3,no,68,6168,,6100,,,,,68,363
train,gpqa_chem_154_rollout_003_prefix_0.json,gpqa_chem_154,3,0,yes,4432,4457,,25,,,,,4432,23972
train,gpqa_chem_154_rollout_003_prefix_1.json,gpqa_chem_154,3,1,no,1957,4457,,2500,,,,,1957,10455
train,gpqa_chem_154_rollout_003_prefix_2.json,gpqa_chem_154,3,2,no,957,4457,,3500,,,,,957,5121
train,gpqa_chem_154_rollout_004_prefix_0.json,gpqa_chem_154,4,0,yes,7271,7296,,25,,,,,7271,38238
train,gpqa_chem_154_rollout_004_prefix_1.json,gpqa_chem_154,4,1,yes,7241,7296,,55,,,,,7241,38073
train,gpqa_chem_154_rollout_004_prefix_2.json,gpqa_chem_154,4,2,no,996,7296,,6300,,,,,996,5260
train,gpqa_chem_154_rollout_005_prefix_0.json,gpqa_chem_154,5,0,no,2920,4220,,1300,,,,,2920,15986
train,gpqa_chem_154_rollout_006_prefix_0.json,gpqa_chem_154,6,0,yes,7795,7830,,35,,,,,7795,42759
train,gpqa_chem_154_rollout_006_prefix_1.json,gpqa_chem_154,6,1,yes,7785,7830,,45,,,,,7785,42707
train,gpqa_chem_154_rollout_006_prefix_2.json,gpqa_chem_154,6,2,yes,7775,7830,,55,,,,,7775,42659
train,gpqa_chem_154_rollout_006_prefix_3.json,gpqa_chem_154,6,3,no,5730,7830,,2100,,,,,5730,31396
train,gpqa_chem_154_rollout_006_prefix_4.json,gpqa_chem_154,6,4,no,2130,7830,,5700,,,,,2130,11726
train,gpqa_chem_154_rollout_007_prefix_0.json,gpqa_chem_154,7,0,yes,7741,7786,,45,,,,,7741,42766
train,gpqa_chem_154_rollout_007_prefix_1.json,gpqa_chem_154,7,1,no,6886,7786,,900,,,,,6886,38143
train,gpqa_chem_154_rollout_007_prefix_2.json,gpqa_chem_154,7,2,no,5086,7786,,2700,,,,,5086,28310
train,gpqa_chem_154_rollout_007_prefix_3.json,gpqa_chem_154,7,3,no,4886,7786,,2900,,,,,4886,27241
train,gpqa_chem_154_rollout_008_prefix_0.json,gpqa_chem_154,8,0,yes,4051,4096,,45,,,,,4051,22225
train,gpqa_chem_154_rollout_009_prefix_0.json,gpqa_chem_154,9,0,yes,4561,4586,,25,,,,,4561,25309
train,gpqa_chem_154_rollout_009_prefix_1.json,gpqa_chem_154,9,1,yes,4551,4586,,35,,,,,4551,25256
train,gpqa_chem_154_rollout_009_prefix_2.json,gpqa_chem_154,9,2,yes,4541,4586,,45,,,,,4541,25200
train,gpqa_chem_154_rollout_009_prefix_3.json,gpqa_chem_154,9,3,no,3486,4586,,1100,,,,,3486,19505
train,gpqa_chem_154_rollout_009_prefix_4.json,gpqa_chem_154,9,4,no,2086,4586,,2500,,,,,2086,11411
train,gpqa_chem_154_rollout_009_prefix_5.json,gpqa_chem_154,9,5,no,1486,4586,,3100,,,,,1486,8150
train,gpqa_chem_154_rollout_010_prefix_0.json,gpqa_chem_154,10,0,yes,10051,10086,,35,,,,,10051,54419
train,gpqa_chem_154_rollout_010_prefix_1.json,gpqa_chem_154,10,1,yes,10041,10086,,45,,,,,10041,54353
train,gpqa_chem_154_rollout_010_prefix_2.json,gpqa_chem_154,10,2,no,3386,10086,,6700,,,,,3386,18889
train,gpqa_chem_154_rollout_011_prefix_0.json,gpqa_chem_154,11,0,yes,6243,6288,,45,,,,,6243,34470
train,gpqa_chem_154_rollout_011_prefix_1.json,gpqa_chem_154,11,1,no,2188,6288,,4100,,,,,2188,12063
train,gpqa_chem_154_rollout_012_prefix_0.json,gpqa_chem_154,12,0,yes,3453,3498,,45,,,,,3453,19108
train,gpqa_chem_154_rollout_012_prefix_1.json,gpqa_chem_154,12,1,no,1798,3498,,1700,,,,,1798,9891
train,gpqa_chem_154_rollout_013_prefix_0.json,gpqa_chem_154,13,0,yes,5361,5396,,35,,,,,5361,29610
train,gpqa_chem_154_rollout_013_prefix_1.json,gpqa_chem_154,13,1,no,4696,5396,,700,,,,,4696,26014
train,gpqa_chem_154_rollout_013_prefix_2.json,gpqa_chem_154,13,2,no,3896,5396,,1500,,,,,3896,21754
train,gpqa_chem_154_rollout_014_prefix_0.json,gpqa_chem_154,14,0,yes,5209,5244,,35,,,,,5209,28764
train,gpqa_chem_154_rollout_014_prefix_1.json,gpqa_chem_154,14,1,no,4144,5244,,1100,,,,,4144,22809
train,gpqa_chem_154_rollout_015_prefix_0.json,gpqa_chem_154,15,0,no,828,6928,,6100,,,,,828,4656
train,gpqa_chem_154_rollout_016_prefix_0.json,gpqa_chem_154,16,0,no,5838,7138,,1300,,,,,5838,32041
train,gpqa_chem_154_rollout_016_prefix_1.json,gpqa_chem_154,16,1,no,5438,7138,,1700,,,,,5438,29812
train,gpqa_chem_154_rollout_016_prefix_2.json,gpqa_chem_154,16,2,no,5238,7138,,1900,,,,,5238,28675
train,gpqa_chem_154_rollout_017_prefix_0.json,gpqa_chem_154,17,0,no,4383,5483,,1100,,,,,4383,24312
train,gpqa_chem_154_rollout_017_prefix_1.json,gpqa_chem_154,17,1,no,4183,5483,,1300,,,,,4183,23224
train,gpqa_chem_154_rollout_017_prefix_2.json,gpqa_chem_154,17,2,no,3783,5483,,1700,,,,,3783,21060
train,gpqa_chem_154_rollout_018_prefix_0.json,gpqa_chem_154,18,0,yes,5811,5866,,55,,,,,5811,32239
train,gpqa_chem_154_rollout_018_prefix_1.json,gpqa_chem_154,18,1,no,5566,5866,,300,,,,,5566,30888
train,gpqa_chem_154_rollout_018_prefix_2.json,gpqa_chem_154,18,2,no,2166,5866,,3700,,,,,2166,11939
train,gpqa_chem_154_rollout_019_prefix_0.json,gpqa_chem_154,19,0,yes,7868,7893,,25,,,,,7868,42987
train,gpqa_chem_154_rollout_020_prefix_0.json,gpqa_chem_154,20,0,yes,7350,7385,,35,,,,,7350,40382
train,gpqa_chem_154_rollout_020_prefix_1.json,gpqa_chem_154,20,1,yes,7340,7385,,45,,,,,7340,40336
train,gpqa_chem_154_rollout_020_prefix_2.json,gpqa_chem_154,20,2,no,5885,7385,,1500,,,,,5885,32807
train,gpqa_chem_154_rollout_020_prefix_3.json,gpqa_chem_154,20,3,no,3485,7385,,3900,,,,,3485,19403
train,gpqa_chem_154_rollout_020_prefix_4.json,gpqa_chem_154,20,4,no,1485,7385,,5900,,,,,1485,8082
train,gpqa_chem_154_rollout_021_prefix_0.json,gpqa_chem_154,21,0,no,3458,8158,,4700,,,,,3458,18507
train,gpqa_chem_154_rollout_021_prefix_1.json,gpqa_chem_154,21,1,no,658,8158,,7500,,,,,658,3500
train,gpqa_chem_154_rollout_022_prefix_0.json,gpqa_chem_154,22,0,no,2552,5652,,3100,,,,,2552,14096
train,gpqa_chem_154_rollout_022_prefix_1.json,gpqa_chem_154,22,1,no,1752,5652,,3900,,,,,1752,9536
train,gpqa_chem_154_rollout_023_prefix_0.json,gpqa_chem_154,23,0,yes,4189,4244,,55,,,,,4189,23109
train,gpqa_chem_154_rollout_024_prefix_0.json,gpqa_chem_154,24,0,yes,4021,4046,,25,,,,,4021,22109
train,gpqa_chem_154_rollout_025_prefix_0.json,gpqa_chem_154,25,0,yes,6899,6924,,25,,,,,6899,37215
train,gpqa_chem_154_rollout_025_prefix_1.json,gpqa_chem_154,25,1,yes,6879,6924,,45,,,,,6879,37106
train,gpqa_chem_154_rollout_025_prefix_2.json,gpqa_chem_154,25,2,no,5224,6924,,1700,,,,,5224,28495
train,gpqa_chem_154_rollout_025_prefix_3.json,gpqa_chem_154,25,3,no,3624,6924,,3300,,,,,3624,19866
train,gpqa_chem_154_rollout_025_prefix_4.json,gpqa_chem_154,25,4,no,2024,6924,,4900,,,,,2024,11049
train,gpqa_chem_154_rollout_026_prefix_0.json,gpqa_chem_154,26,0,yes,6648,6683,,35,,,,,6648,36191
train,gpqa_chem_154_rollout_026_prefix_1.json,gpqa_chem_154,26,1,yes,6628,6683,,55,,,,,6628,36075
train,gpqa_chem_154_rollout_026_prefix_2.json,gpqa_chem_154,26,2,no,2383,6683,,4300,,,,,2383,12916
train,gpqa_chem_154_rollout_026_prefix_3.json,gpqa_chem_154,26,3,no,1383,6683,,5300,,,,,1383,7550
train,gpqa_chem_154_rollout_027_prefix_0.json,gpqa_chem_154,27,0,yes,6007,6042,,35,,,,,6007,33331
train,gpqa_chem_154_rollout_027_prefix_1.json,gpqa_chem_154,27,1,no,342,6042,,5700,,,,,342,1882
train,gpqa_chem_154_rollout_028_prefix_0.json,gpqa_chem_154,28,0,no,463,6963,,6500,,,,,463,2581
train,gpqa_chem_154_rollout_029_prefix_0.json,gpqa_chem_154,29,0,no,6754,8254,,1500,,,,,6754,36165
train,gpqa_chem_154_rollout_029_prefix_1.json,gpqa_chem_154,29,1,no,5154,8254,,3100,,,,,5154,28139
train,gpqa_chem_155_rollout_000_prefix_0.json,gpqa_chem_155,0,0,yes,4095,4140,,45,,,,,4095,21779
train,gpqa_chem_155_rollout_000_prefix_1.json,gpqa_chem_155,0,1,no,3240,4140,,900,,,,,3240,17363
train,gpqa_chem_155_rollout_001_prefix_0.json,gpqa_chem_155,1,0,yes,3483,3508,,25,,,,,3483,19366
train,gpqa_chem_155_rollout_002_prefix_0.json,gpqa_chem_155,2,0,no,4742,5642,,900,,,,,4742,28011
train,gpqa_chem_155_rollout_003_prefix_0.json,gpqa_chem_155,3,0,yes,5168,5203,,35,,,,,5168,28260
train,gpqa_chem_155_rollout_003_prefix_1.json,gpqa_chem_155,3,1,yes,5158,5203,,45,,,,,5158,28197
train,gpqa_chem_155_rollout_003_prefix_2.json,gpqa_chem_155,3,2,no,4703,5203,,500,,,,,4703,25815
train,gpqa_chem_155_rollout_004_prefix_0.json,gpqa_chem_155,4,0,yes,2674,2709,,35,,,,,2674,15477
train,gpqa_chem_155_rollout_004_prefix_1.json,gpqa_chem_155,4,1,yes,2654,2709,,55,,,,,2654,15319
train,gpqa_chem_155_rollout_004_prefix_2.json,gpqa_chem_155,4,2,no,1209,2709,,1500,,,,,1209,6906
train,gpqa_chem_155_rollout_005_prefix_0.json,gpqa_chem_155,5,0,yes,4377,4412,,35,,,,,4377,23743
train,gpqa_chem_155_rollout_005_prefix_1.json,gpqa_chem_155,5,1,no,3712,4412,,700,,,,,3712,20080
train,gpqa_chem_155_rollout_005_prefix_2.json,gpqa_chem_155,5,2,no,2912,4412,,1500,,,,,2912,15783
train,gpqa_chem_155_rollout_006_prefix_0.json,gpqa_chem_155,6,0,yes,3771,3796,,25,,,,,3771,21742
train,gpqa_chem_155_rollout_006_prefix_1.json,gpqa_chem_155,6,1,yes,3761,3796,,35,,,,,3761,21693
train,gpqa_chem_155_rollout_006_prefix_2.json,gpqa_chem_155,6,2,yes,3751,3796,,45,,,,,3751,21647
train,gpqa_chem_155_rollout_006_prefix_3.json,gpqa_chem_155,6,3,yes,3741,3796,,55,,,,,3741,21594
train,gpqa_chem_155_rollout_008_prefix_0.json,gpqa_chem_155,8,0,yes,6232,6257,,25,,,,,6232,34757
train,gpqa_chem_155_rollout_008_prefix_1.json,gpqa_chem_155,8,1,yes,6222,6257,,35,,,,,6222,34696
train,gpqa_chem_155_rollout_008_prefix_2.json,gpqa_chem_155,8,2,no,3957,6257,,2300,,,,,3957,22444
train,gpqa_chem_155_rollout_009_prefix_0.json,gpqa_chem_155,9,0,yes,2848,2873,,25,,,,,2848,15756
train,gpqa_chem_155_rollout_009_prefix_1.json,gpqa_chem_155,9,1,no,373,2873,,2500,,,,,373,2164
train,gpqa_chem_155_rollout_010_prefix_0.json,gpqa_chem_155,10,0,yes,3037,3072,,35,,,,,3037,16836
train,gpqa_chem_155_rollout_011_prefix_0.json,gpqa_chem_155,11,0,yes,3865,3910,,45,,,,,3865,23634
train,gpqa_chem_155_rollout_011_prefix_1.json,gpqa_chem_155,11,1,no,1010,3910,,2900,,,,,1010,6082
train,gpqa_chem_155_rollout_012_prefix_0.json,gpqa_chem_155,12,0,yes,5641,5676,,35,,,,,5641,31111
train,gpqa_chem_155_rollout_012_prefix_1.json,gpqa_chem_155,12,1,no,3776,5676,,1900,,,,,3776,20525
train,gpqa_chem_155_rollout_012_prefix_2.json,gpqa_chem_155,12,2,no,3376,5676,,2300,,,,,3376,18236
train,gpqa_chem_155_rollout_012_prefix_3.json,gpqa_chem_155,12,3,no,976,5676,,4700,,,,,976,5457
train,gpqa_chem_155_rollout_012_prefix_4.json,gpqa_chem_155,12,4,no,176,5676,,5500,,,,,176,1109
train,gpqa_chem_155_rollout_013_prefix_0.json,gpqa_chem_155,13,0,yes,4120,4175,,55,,,,,4120,24168
train,gpqa_chem_155_rollout_013_prefix_1.json,gpqa_chem_155,13,1,no,3675,4175,,500,,,,,3675,21532
train,gpqa_chem_155_rollout_015_prefix_0.json,gpqa_chem_155,15,0,yes,6098,6123,,25,,,,,6098,35650
train,gpqa_chem_155_rollout_016_prefix_0.json,gpqa_chem_155,16,0,no,450,3350,,2900,,,,,450,2716
train,gpqa_chem_155_rollout_017_prefix_0.json,gpqa_chem_155,17,0,yes,3984,4029,,45,,,,,3984,22985
train,gpqa_chem_155_rollout_017_prefix_1.json,gpqa_chem_155,17,1,yes,3974,4029,,55,,,,,3974,22915
train,gpqa_chem_155_rollout_017_prefix_2.json,gpqa_chem_155,17,2,no,2729,4029,,1300,,,,,2729,15998
train,gpqa_chem_155_rollout_018_prefix_0.json,gpqa_chem_155,18,0,no,2307,2807,,500,,,,,2307,12870
train,gpqa_chem_155_rollout_019_prefix_0.json,gpqa_chem_155,19,0,yes,5666,5711,,45,,,,,5666,31208
train,gpqa_chem_155_rollout_019_prefix_1.json,gpqa_chem_155,19,1,no,4611,5711,,1100,,,,,4611,25356
train,gpqa_chem_155_rollout_019_prefix_2.json,gpqa_chem_155,19,2,no,4411,5711,,1300,,,,,4411,24343
train,gpqa_chem_155_rollout_019_prefix_3.json,gpqa_chem_155,19,3,no,4211,5711,,1500,,,,,4211,23399
train,gpqa_chem_155_rollout_019_prefix_4.json,gpqa_chem_155,19,4,no,1011,5711,,4700,,,,,1011,5721
train,gpqa_chem_155_rollout_019_prefix_5.json,gpqa_chem_155,19,5,no,811,5711,,4900,,,,,811,4565
train,gpqa_chem_155_rollout_020_prefix_0.json,gpqa_chem_155,20,0,yes,3449,3474,,25,,,,,3449,20699
train,gpqa_chem_155_rollout_020_prefix_1.json,gpqa_chem_155,20,1,no,2574,3474,,900,,,,,2574,15394
train,gpqa_chem_155_rollout_020_prefix_2.json,gpqa_chem_155,20,2,no,2374,3474,,1100,,,,,2374,14219
train,gpqa_chem_155_rollout_021_prefix_0.json,gpqa_chem_155,21,0,yes,2505,2530,,25,,,,,2505,14967
train,gpqa_chem_155_rollout_021_prefix_1.json,gpqa_chem_155,21,1,yes,2485,2530,,45,,,,,2485,14842
train,gpqa_chem_155_rollout_022_prefix_0.json,gpqa_chem_155,22,0,yes,3076,3111,,35,,,,,3076,16029
train,gpqa_chem_155_rollout_022_prefix_1.json,gpqa_chem_155,22,1,yes,3056,3111,,55,,,,,3056,15917
train,gpqa_chem_155_rollout_023_prefix_0.json,gpqa_chem_155,23,0,yes,5645,5670,,25,,,,,5645,31598
train,gpqa_chem_155_rollout_023_prefix_1.json,gpqa_chem_155,23,1,yes,5625,5670,,45,,,,,5625,31468
train,gpqa_chem_155_rollout_023_prefix_2.json,gpqa_chem_155,23,2,no,4770,5670,,900,,,,,4770,26721
train,gpqa_chem_155_rollout_023_prefix_3.json,gpqa_chem_155,23,3,no,1970,5670,,3700,,,,,1970,11873
train,gpqa_chem_155_rollout_023_prefix_4.json,gpqa_chem_155,23,4,no,770,5670,,4900,,,,,770,4538
train,gpqa_chem_155_rollout_024_prefix_0.json,gpqa_chem_155,24,0,yes,2144,2169,,25,,,,,2144,12050
train,gpqa_chem_155_rollout_025_prefix_0.json,gpqa_chem_155,25,0,yes,3252,3307,,55,,,,,3252,18801
train,gpqa_chem_155_rollout_026_prefix_0.json,gpqa_chem_155,26,0,yes,5016,5061,,45,,,,,5016,29036
train,gpqa_chem_155_rollout_026_prefix_1.json,gpqa_chem_155,26,1,no,3961,5061,,1100,,,,,3961,22965
train,gpqa_chem_155_rollout_026_prefix_2.json,gpqa_chem_155,26,2,no,2961,5061,,2100,,,,,2961,17296
train,gpqa_chem_155_rollout_027_prefix_0.json,gpqa_chem_155,27,0,yes,3574,3599,,25,,,,,3574,19657
train,gpqa_chem_155_rollout_027_prefix_1.json,gpqa_chem_155,27,1,yes,3554,3599,,45,,,,,3554,19537
train,gpqa_chem_155_rollout_027_prefix_2.json,gpqa_chem_155,27,2,yes,3544,3599,,55,,,,,3544,19474
train,gpqa_chem_155_rollout_029_prefix_0.json,gpqa_chem_155,29,0,yes,4764,4789,,25,,,,,4764,28498
train,gpqa_chem_155_rollout_029_prefix_1.json,gpqa_chem_155,29,1,yes,4734,4789,,55,,,,,4734,28329
train,gpqa_chem_155_rollout_029_prefix_2.json,gpqa_chem_155,29,2,no,3289,4789,,1500,,,,,3289,19576
train,gpqa_chem_156_rollout_000_prefix_0.json,gpqa_chem_156,0,0,no,2290,2990,,700,,,,,2290,14084
train,gpqa_chem_156_rollout_000_prefix_1.json,gpqa_chem_156,0,1,no,90,2990,,2900,,,,,90,575
train,gpqa_chem_156_rollout_001_prefix_0.json,gpqa_chem_156,1,0,no,1882,4182,,2300,,,,,1882,10863
train,gpqa_chem_156_rollout_002_prefix_0.json,gpqa_chem_156,2,0,yes,4708,4733,,25,,,,,4708,27572
train,gpqa_chem_156_rollout_002_prefix_1.json,gpqa_chem_156,2,1,yes,4698,4733,,35,,,,,4698,27505
train,gpqa_chem_156_rollout_002_prefix_2.json,gpqa_chem_156,2,2,yes,4688,4733,,45,,,,,4688,27454
train,gpqa_chem_156_rollout_003_prefix_0.json,gpqa_chem_156,3,0,yes,3525,3550,,25,,,,,3525,20619
train,gpqa_chem_156_rollout_003_prefix_1.json,gpqa_chem_156,3,1,no,2650,3550,,900,,,,,2650,15450
train,gpqa_chem_156_rollout_003_prefix_2.json,gpqa_chem_156,3,2,no,1050,3550,,2500,,,,,1050,5950
train,gpqa_chem_156_rollout_004_prefix_0.json,gpqa_chem_156,4,0,yes,3820,3845,,25,,,,,3820,23599
train,gpqa_chem_156_rollout_004_prefix_1.json,gpqa_chem_156,4,1,yes,3810,3845,,35,,,,,3810,23556
train,gpqa_chem_156_rollout_004_prefix_2.json,gpqa_chem_156,4,2,no,3145,3845,,700,,,,,3145,19482
train,gpqa_chem_156_rollout_004_prefix_3.json,gpqa_chem_156,4,3,no,2945,3845,,900,,,,,2945,18371
train,gpqa_chem_156_rollout_004_prefix_4.json,gpqa_chem_156,4,4,no,345,3845,,3500,,,,,345,2121
train,gpqa_chem_156_rollout_005_prefix_0.json,gpqa_chem_156,5,0,yes,3772,3797,,25,,,,,3772,23481
train,gpqa_chem_156_rollout_005_prefix_1.json,gpqa_chem_156,5,1,yes,3762,3797,,35,,,,,3762,23423
train,gpqa_chem_156_rollout_005_prefix_2.json,gpqa_chem_156,5,2,yes,3752,3797,,45,,,,,3752,23365
train,gpqa_chem_156_rollout_005_prefix_3.json,gpqa_chem_156,5,3,no,3497,3797,,300,,,,,3497,21509
train,gpqa_chem_156_rollout_005_prefix_4.json,gpqa_chem_156,5,4,no,1897,3797,,1900,,,,,1897,11548
train,gpqa_chem_156_rollout_005_prefix_5.json,gpqa_chem_156,5,5,no,1097,3797,,2700,,,,,1097,6648
train,gpqa_chem_156_rollout_006_prefix_0.json,gpqa_chem_156,6,0,yes,729,754,,25,,,,,729,4730
train,gpqa_chem_156_rollout_006_prefix_1.json,gpqa_chem_156,6,1,yes,709,754,,45,,,,,709,4582
train,gpqa_chem_156_rollout_006_prefix_2.json,gpqa_chem_156,6,2,yes,699,754,,55,,,,,699,4534
train,gpqa_chem_156_rollout_007_prefix_0.json,gpqa_chem_156,7,0,yes,1956,1991,,35,,,,,1956,11319
train,gpqa_chem_156_rollout_007_prefix_1.json,gpqa_chem_156,7,1,yes,1936,1991,,55,,,,,1936,11174
train,gpqa_chem_156_rollout_008_prefix_0.json,gpqa_chem_156,8,0,yes,3928,3963,,35,,,,,3928,24001
train,gpqa_chem_156_rollout_008_prefix_1.json,gpqa_chem_156,8,1,no,863,3963,,3100,,,,,863,5134
train,gpqa_chem_156_rollout_008_prefix_2.json,gpqa_chem_156,8,2,no,263,3963,,3700,,,,,263,1694
train,gpqa_chem_156_rollout_009_prefix_0.json,gpqa_chem_156,9,0,yes,3133,3158,,25,,,,,3133,18834
train,gpqa_chem_156_rollout_009_prefix_1.json,gpqa_chem_156,9,1,yes,3103,3158,,55,,,,,3103,18647
train,gpqa_chem_156_rollout_010_prefix_0.json,gpqa_chem_156,10,0,yes,6058,6103,,45,,,,,6058,35692
train,gpqa_chem_156_rollout_010_prefix_1.json,gpqa_chem_156,10,1,no,4203,6103,,1900,,,,,4203,24789
train,gpqa_chem_156_rollout_010_prefix_2.json,gpqa_chem_156,10,2,no,3603,6103,,2500,,,,,3603,21217
train,gpqa_chem_156_rollout_010_prefix_3.json,gpqa_chem_156,10,3,no,3203,6103,,2900,,,,,3203,19100
train,gpqa_chem_156_rollout_010_prefix_4.json,gpqa_chem_156,10,4,no,2603,6103,,3500,,,,,2603,15795
train,gpqa_chem_156_rollout_010_prefix_5.json,gpqa_chem_156,10,5,no,1003,6103,,5100,,,,,1003,5906
train,gpqa_chem_156_rollout_010_prefix_6.json,gpqa_chem_156,10,6,no,603,6103,,5500,,,,,603,3567
train,gpqa_chem_156_rollout_010_prefix_7.json,gpqa_chem_156,10,7,no,203,6103,,5900,,,,,203,1264
train,gpqa_chem_156_rollout_011_prefix_0.json,gpqa_chem_156,11,0,yes,4320,4365,,45,,,,,4320,25125
train,gpqa_chem_156_rollout_011_prefix_1.json,gpqa_chem_156,11,1,no,4065,4365,,300,,,,,4065,23517
train,gpqa_chem_156_rollout_011_prefix_2.json,gpqa_chem_156,11,2,no,3865,4365,,500,,,,,3865,22439
train,gpqa_chem_156_rollout_011_prefix_3.json,gpqa_chem_156,11,3,no,465,4365,,3900,,,,,465,2658
train,gpqa_chem_156_rollout_013_prefix_0.json,gpqa_chem_156,13,0,yes,3449,3474,,25,,,,,3449,21445
train,gpqa_chem_156_rollout_013_prefix_1.json,gpqa_chem_156,13,1,yes,3439,3474,,35,,,,,3439,21399
train,gpqa_chem_156_rollout_013_prefix_2.json,gpqa_chem_156,13,2,yes,3419,3474,,55,,,,,3419,21327
train,gpqa_chem_156_rollout_013_prefix_3.json,gpqa_chem_156,13,3,no,1374,3474,,2100,,,,,1374,8389
train,gpqa_chem_156_rollout_014_prefix_0.json,gpqa_chem_156,14,0,no,4314,6214,,1900,,,,,4314,25473
train,gpqa_chem_156_rollout_015_prefix_0.json,gpqa_chem_156,15,0,yes,3672,3697,,25,,,,,3672,22389
